userId,movieId,rating,timestamp
361,10,3.5,1204045505
361,70,2.0,1204046026
361,145,3.5,1204047769
361,150,3.0,1204045255
361,231,3.5,1204045485
361,260,2.0,1204045245
361,318,3.0,1204047569
361,356,3.5,1204045204
361,370,3.5,1204045873
361,377,3.0,1204045311
361,420,3.5,1204045823
361,466,3.5,1204045900
361,500,3.0,1204047803
361,527,2.5,1204047564
361,589,3.5,1204045263
361,593,2.5,1204045229
361,745,2.0,1204047580
361,780,3.5,1204045269
361,858,2.5,1204047542
361,1035,2.0,1204045936
361,1047,3.5,1204040659
361,1200,3.0,1204048158
361,1210,2.0,1204045281
361,1214,3.0,1204048155
361,1263,1.5,1204046158
361,1370,3.5,1204047961
361,1374,2.0,1204045808
361,1393,3.5,1204047992
361,1485,3.5,1204047885
361,1552,3.5,1204047642
361,1580,3.5,1204047900
361,1587,1.0,1204040712
361,1721,2.0,1204045530
361,1732,1.5,1204045847
361,1772,3.0,1204041221
361,1923,3.5,1204045627
361,2002,3.5,1204046258
361,2167,2.0,1204046094
361,2422,2.0,1204041073
361,2502,2.0,1204045760
361,2529,2.0,1204046002
361,2694,3.5,1204046247
361,2700,4.0,1204045756
361,2706,4.0,1204045344
361,2858,2.5,1204048178
361,2889,3.5,1204048019
361,3082,4.0,1204046309
361,3513,4.0,1204041186
361,3617,4.0,1204047741
361,3753,4.0,1204045997
361,3916,5.0,1204045164
361,3948,3.5,1204045948
361,3977,3.5,1204045868
361,4085,3.5,1204046174
361,4148,3.0,1204047974
361,4246,3.5,1204046106
361,4718,4.0,1204045343
361,4963,4.5,1204045831
361,4979,1.5,1204046146
361,4993,2.5,1204045588
361,5106,1.5,1204041890
361,5218,3.5,1204047983
361,5296,3.5,1204041679
361,5418,4.0,1204046012
361,5444,1.0,1204041029
361,5459,4.0,1204046409
361,5989,2.5,1204046052
361,6188,4.5,1204045396
361,6365,3.0,1204048003
361,6373,3.0,1204047706
361,6378,4.0,1204047791
361,6539,3.5,1204045778
361,7022,2.0,1204048251
361,7458,4.0,1204047750
361,8360,3.5,1204046138
361,8644,3.0,1204047873
361,8968,3.5,1204047839
361,8972,4.0,1204047815
361,31420,3.5,1204047931
361,31685,4.0,1204047871
361,32019,4.0,1204041913
361,32587,2.0,1204046238
361,33794,4.0,1204046165
361,34162,3.5,1204047923
361,34520,2.5,1204045129
361,44022,4.0,1204041587
361,45447,4.0,1204047647
361,46723,3.0,1204048231
361,46972,5.0,1204047677
361,47099,4.0,1204041708
361,49272,4.0,1204048367
361,49278,4.0,1204047717
361,49822,1.5,1204041826
361,51662,3.5,1204047764
361,52973,4.0,1204041380
361,53125,4.0,1204041392
361,56775,4.0,1204047629
362,6,4.0,1530637587
362,16,4.0,1530640994
362,31,4.0,1530642798
362,47,4.5,1530640109
362,50,3.5,1530637009
362,70,4.0,1530637651
362,110,4.0,1530640073
362,111,5.0,1530640247
362,260,4.5,1530640059
362,293,4.5,1530640194
362,296,5.0,1530637210
362,318,4.5,1530640041
362,356,4.5,1530640048
362,367,4.0,1530640164
362,407,4.5,1531787025
362,431,4.0,1530638163
362,589,4.0,1530637370
362,592,4.5,1530640121
362,593,5.0,1530637220
362,608,5.0,1530637256
362,637,1.5,1530644228
362,858,5.0,1530636989
362,924,5.0,1532214407
362,1089,4.5,1530637278
362,1193,5.0,1530637098
362,1196,4.5,1530640083
362,1201,5.0,1530641077
362,1206,5.0,1530640263
362,1208,5.0,1530640297
362,1209,5.0,1532214433
362,1212,4.5,1530643915
362,1213,4.0,1530640211
362,1221,5.0,1530637014
362,1222,4.5,1530640321
362,1252,4.5,1530637224
362,1258,5.0,1530637319
362,1263,4.5,1530642669
362,1266,4.5,1530641277
362,1287,4.5,1530643290
362,1591,4.0,1530638157
362,1617,4.0,1530637301
362,1625,4.0,1530637473
362,1645,5.0,1530641485
362,1682,4.0,1530640222
362,1732,5.0,1532214411
362,1945,4.5,1530654530
362,2023,4.0,1530637846
362,2176,4.5,1530638262
362,2194,4.0,1530637739
362,2273,3.5,1530637571
362,2288,5.0,1530642805
362,2291,4.0,1530640361
362,2329,4.0,1530640231
362,2571,4.5,1530640053
